,price,total_area,rooms,ceiling_height,floors_total,living_area,floor,studio,kitchen_area,floor_coef,is_balcony,is_first_floor,is_last_floor,is_park_near,is_airport_near,is_center_near,is_pond_near,is_one_room,is_two_room,is_three_room,is_apartaments
3761,3900000.0,44.0,1,2.5,6,19.0,1,False,11.0,0.16666666666666666,True,True,False,False,False,False,False,True,False,False,False
3762,3300000.0,31.0,1,2.72,9,18.0,4,False,9.0,0.4444444444444444,False,False,False,True,False,False,False,True,False,False,False
3763,2700000.0,28.2,1,2.72,21,24.2,11,False,4.0,0.5238095238095238,True,False,False,False,False,False,False,True,False,False,False
3764,3100000.0,37.6,1,2.7,10,17.6,2,False,10.7,0.2,True,False,False,False,False,False,False,True,False,False,False
3765,4885000.0,62.0,2,2.75,18,28.0,12,False,13.0,0.6666666666666666,True,False,False,False,False,False,True,False,True,False,False
3766,6800000.0,62.4,2,2.95,5,41.5,1,False,7.8,0.2,True,True,False,False,False,False,False,False,True,False,False
3767,7200000.0,72.0,3,2.72,7,42.0,1,False,15.0,0.14285714285714285,True,True,False,True,False,False,False,False,False,True,False
3768,3650000.0,50.0,3,2.5,5,38.0,4,False,11.28,0.8,True,False,False,False,False,False,False,False,False,True,False
3769,2600000.0,42.45,1,2.72,12,18.6,6,False,10.8,0.5,True,False,False,False,False,False,True,True,False,False,False
3770,4500000.0,63.0,2,2.75,16,31.69,5,False,13.0,0.3125,True,False,False,False,False,False,False,False,True,False,False
3771,9000000.0,87.3,4,2.7,10,50.7,4,False,15.6,0.4,True,False,False,True,False,False,False,False,False,False,True
3772,4800000.0,51.0,2,2.75,25,28.0,22,False,9.5,0.88,True,False,False,False,False,False,False,False,True,False,False
3773,4850000.0,93.0,3,2.77,6,51.0,5,False,15.3,0.8333333333333334,True,False,False,False,False,False,False,False,False,True,False
3774,2400000.0,57.0,2,2.75,5,31.69,1,False,9.95,0.2,True,True,False,False,False,False,False,False,True,False,False
3775,7990000.0,84.6,3,2.77,20,46.0,4,False,15.0,0.2,True,False,False,False,False,False,False,False,False,True,False
3776,8770000.0,87.0,3,2.77,10,47.36,8,False,11.28,0.8,True,False,False,True,False,False,True,False,False,True,False
3777,2880000.0,31.0,1,2.72,5,17.0,5,False,6.0,1.0,False,False,True,False,False,False,False,True,False,False,False
3778,4300000.0,38.0,1,2.78,22,16.0,19,False,10.0,0.8636363636363636,True,False,False,False,False,False,False,True,False,False,False
3779,3600000.0,36.5,1,2.52,16,18.4,10,False,8.0,0.625,False,False,False,False,False,False,True,True,False,False,False
3780,3638724.0,34.36,1,2.72,5,10.0,2,False,9.54,0.4,True,False,False,True,False,False,True,True,False,False,False
3781,7000000.0,52.0,2,2.75,5,37.0,5,False,9.95,1.0,False,False,True,True,False,False,True,False,True,False,False
3782,2900000.0,33.8,1,2.5,9,19.6,5,False,5.6,0.5555555555555556,True,False,False,False,False,False,False,True,False,False,False
3783,4870000.0,54.0,2,2.6,17,31.5,12,False,9.95,0.7058823529411765,True,False,False,False,False,False,False,False,True,False,False
3784,8500000.0,74.0,3,2.77,5,53.0,3,False,7.8,0.6,True,False,False,True,False,False,False,False,False,True,False
3785,4200000.0,55.2,2,2.55,9,31.2,1,False,7.8,0.1111111111111111,False,True,False,True,False,False,True,False,True,False,False
3786,4500000.0,37.0,1,2.65,10,17.0,9,False,11.0,0.9,True,False,False,False,False,False,True,True,False,False,False
3787,3700000.0,35.86,1,2.72,19,17.26,11,False,10.0,0.5789473684210527,True,False,False,False,False,False,True,True,False,False,False
3788,5696000.0,50.9,2,2.5,10,29.4,5,False,8.0,0.5,True,False,False,True,False,False,True,False,True,False,False
3789,4100000.0,53.0,2,2.5,5,28.0,2,False,8.0,0.4,True,False,False,False,False,False,False,False,True,False,False
3790,5500000.0,42.0,1,2.8,25,19.0,18,False,9.0,0.72,True,False,False,False,False,False,False,True,False,False,False
3791,3690000.0,30.0,1,2.72,5,17.87,2,False,9.54,0.4,True,False,False,True,False,False,False,True,False,False,False
3792,4500000.0,32.0,2,2.75,5,22.0,2,False,5.2,0.4,True,False,False,True,False,False,False,False,True,False,False
3793,3499000.0,33.6,1,2.75,17,16.0,9,False,10.12,0.5294117647058824,True,False,False,False,False,False,False,True,False,False,False
3794,6800000.0,70.0,3,2.6,10,46.0,1,False,7.0,0.1,True,True,False,True,False,False,True,False,False,True,False
3795,2800000.0,50.4,2,2.75,5,30.7,1,False,9.2,0.2,True,True,False,False,False,False,False,False,True,False,False
3796,3900000.0,45.0,2,2.75,9,28.0,8,False,8.0,0.8888888888888888,True,False,False,False,False,False,False,False,True,False,False
3797,5500000.0,72.5,3,2.7,2,52.2,2,False,15.9,1.0,True,False,True,False,False,False,True,False,False,True,False
3798,3100000.0,30.0,1,2.5,4,16.0,1,False,5.7,0.25,True,True,False,False,False,False,False,True,False,False,False
3799,2870000.0,46.3,2,2.5,5,29.0,3,False,6.5,0.6,True,False,False,False,False,False,False,False,True,False,False
3800,6690000.0,50.8,2,2.75,16,20.8,10,False,11.8,0.625,True,False,False,False,False,False,False,False,True,False,False
3801,6225000.0,52.1,2,2.5,9,32.2,6,False,7.1,0.6666666666666666,True,False,False,False,False,False,True,False,True,False,False
3802,5600000.0,63.8,2,2.6,9,36.0,3,False,12.4,0.3333333333333333,True,False,False,False,False,False,True,False,True,False,False
3803,3890000.0,69.2,2,2.75,19,43.9,19,False,9.0,1.0,True,False,True,False,False,False,False,False,True,False,False
3804,3580000.0,46.0,1,2.7,10,16.7,3,False,13.0,0.3,True,False,False,False,False,False,False,True,False,False,False
3805,1760000.0,30.0,1,2.72,6,18.0,6,False,6.0,1.0,True,False,True,False,False,False,False,True,False,False,False
3806,3550000.0,32.0,1,2.72,23,17.87,10,False,9.54,0.43478260869565216,True,False,False,False,False,False,True,True,False,False,False
3807,3700000.0,35.0,1,2.72,17,16.0,14,False,10.0,0.8235294117647058,True,False,False,False,False,False,False,True,False,False,False
3808,5300000.0,68.5,2,2.7,17,31.0,3,False,13.5,0.17647058823529413,True,False,False,False,False,False,False,False,True,False,False
3809,4390000.0,35.0,1,2.5,12,18.0,12,False,9.0,1.0,True,False,True,False,False,False,True,True,False,False,False
3810,1600000.0,43.0,2,2.75,5,31.69,5,False,9.95,1.0,True,False,True,False,False,False,False,False,True,False,False
3811,5950000.0,59.7,2,2.6,10,33.4,1,False,10.9,0.1,True,True,False,False,False,False,False,False,True,False,False
3812,7100000.0,57.0,2,2.75,10,30.0,4,False,9.8,0.4,True,False,False,False,False,False,True,False,True,False,False
3813,3900000.0,52.4,2,2.5,9,32.8,1,False,7.6,0.1111111111111111,True,True,False,False,False,False,False,False,True,False,False
3814,5500000.0,52.0,2,2.75,12,30.0,9,False,10.0,0.75,True,False,False,True,False,False,True,False,True,False,False
3815,3250000.0,58.0,2,2.75,5,33.0,4,False,9.0,0.8,False,False,False,False,False,False,False,False,True,False,False
3816,5100000.0,52.0,2,2.65,12,30.0,3,False,8.5,0.25,True,False,False,False,False,False,False,False,True,False,False
3817,3815000.0,35.2,1,2.7,16,15.7,2,False,10.3,0.125,True,False,False,False,False,False,False,True,False,False,False
3818,3300000.0,35.5,1,2.72,23,18.0,8,False,11.0,0.34782608695652173,True,False,False,False,False,False,False,True,False,False,False
3819,3200000.0,54.0,2,2.5,5,32.0,5,False,9.0,1.0,True,False,True,False,False,False,False,False,True,False,False
3820,2200000.0,31.0,1,2.67,9,18.1,9,False,6.3,1.0,True,False,True,False,False,False,False,True,False,False,False
3821,5500000.0,61.7,2,2.75,10,33.0,3,False,10.8,0.3,False,False,False,True,False,False,True,False,True,False,False
3822,3500000.0,32.8,1,2.72,5,16.4,4,False,6.3,0.8,True,False,False,False,False,False,True,True,False,False,False
3823,8000000.0,83.5,3,2.77,10,48.9,5,False,11.5,0.5,True,False,False,True,False,False,False,False,False,True,False
3824,5400000.0,56.0,3,2.5,5,38.0,5,False,6.0,1.0,True,False,True,False,False,False,True,False,False,True,False
3825,2885000.0,33.5,1,2.72,19,14.57,14,False,10.64,0.7368421052631579,True,False,False,False,False,False,False,True,False,False,False
3826,3350000.0,32.0,1,2.72,27,16.0,24,False,8.3,0.8888888888888888,True,False,False,False,False,False,False,True,False,False,False
3827,3450000.0,32.6,1,2.5,9,17.9,2,False,6.3,0.2222222222222222,True,False,False,False,False,False,True,True,False,False,False
3828,3250000.0,45.0,1,2.8,9,22.0,1,False,15.0,0.1111111111111111,True,True,False,False,False,False,False,True,False,False,False
3829,3400000.0,36.6,1,2.7,10,17.0,5,False,9.5,0.5,True,False,False,False,False,False,False,True,False,False,False
3830,4800000.0,56.0,3,2.77,6,38.0,4,False,8.0,0.6666666666666666,True,False,False,True,False,False,True,False,False,True,False
3831,3200000.0,42.0,1,2.72,10,17.87,5,False,9.54,0.5,True,False,False,False,False,False,False,True,False,False,False
3832,2800000.0,34.0,1,2.72,10,17.0,6,False,9.0,0.6,True,False,False,False,False,False,False,True,False,False,False
3833,3160000.0,32.0,1,2.72,12,15.3,8,False,9.7,0.6666666666666666,True,False,False,False,False,False,False,True,False,False,False
3834,5390000.0,41.9,1,2.72,17,17.1,5,False,13.1,0.29411764705882354,True,False,False,False,False,False,False,True,False,False,False
3835,3700000.0,33.0,1,2.72,5,18.0,4,False,6.0,0.8,True,False,False,True,False,False,True,True,False,False,False
3836,1390000.0,33.0,1,2.72,5,25.0,4,False,7.0,0.8,True,False,False,False,False,False,False,True,False,False,False
3837,6500000.0,57.5,2,2.7,10,27.3,3,False,14.3,0.3,True,False,False,False,False,False,True,False,True,False,False
3838,3900000.0,45.8,2,2.54,9,29.3,4,False,6.1,0.4444444444444444,True,False,False,True,False,False,True,False,True,False,False
3839,4200000.0,49.0,2,2.5,9,27.0,4,False,6.0,0.4444444444444444,True,False,False,False,False,False,True,False,True,False,False
3840,3300000.0,37.6,1,2.5,10,20.26,1,False,7.5,0.1,True,True,False,False,False,False,False,True,False,False,False
3841,4500000.0,49.5,4,2.55,5,37.7,2,False,5.4,0.4,True,False,False,False,False,False,False,False,False,False,True
3842,2400000.0,35.5,1,2.5,17,14.6,6,False,8.3,0.35294117647058826,True,False,False,False,False,False,False,True,False,False,False
3843,3500000.0,31.0,1,2.73,5,16.5,1,False,6.3,0.2,True,True,False,True,False,False,False,True,False,False,False
3844,4150000.0,34.0,1,2.72,20,16.0,9,False,10.0,0.45,True,False,False,False,False,False,False,True,False,False,False
3845,3150000.0,43.2,1,2.72,18,18.0,15,False,11.5,0.8333333333333334,False,False,False,False,False,False,False,True,False,False,False
3846,10990000.0,86.0,3,2.75,16,47.0,16,False,12.0,1.0,True,False,True,False,False,False,False,False,False,True,False
3847,4300000.0,49.1,2,2.75,25,31.69,4,False,9.95,0.16,True,False,False,False,False,False,True,False,True,False,False
3848,7800000.0,66.8,2,2.75,16,34.8,3,False,12.5,0.1875,False,False,False,True,False,False,False,False,True,False,False
3849,2940000.0,34.4,1,2.6,5,14.2,4,False,9.5,0.8,True,False,False,False,False,False,False,True,False,False,False
3850,3300000.0,71.7,3,2.77,9,43.1,4,False,9.0,0.4444444444444444,True,False,False,False,False,False,False,False,False,True,False
3851,6100000.0,58.5,2,2.7,23,35.5,6,False,11.7,0.2608695652173913,True,False,False,False,False,False,True,False,True,False,False
3852,3850000.0,47.6,1,2.72,4,20.0,2,False,14.8,0.5,True,False,False,False,False,False,False,True,False,False,False
3853,2650000.0,29.7,1,2.55,5,15.5,4,False,5.2,0.8,True,False,False,False,False,False,True,True,False,False,False
3854,4500000.0,45.5,2,2.6,9,28.4,9,False,7.1,1.0,True,False,True,True,False,False,True,False,True,False,False
3855,3790000.0,31.0,1,2.55,5,16.6,2,False,5.8,0.4,True,False,False,True,False,False,True,True,False,False,False
3856,5490000.0,54.0,1,2.5,14,17.87,4,False,9.54,0.2857142857142857,True,False,False,False,False,False,False,True,False,False,False
3857,2500000.0,28.7,1,2.72,8,17.87,1,False,9.54,0.125,True,True,False,True,False,False,True,True,False,False,False
3858,6800000.0,51.3,2,2.5,9,31.3,8,False,8.0,0.8888888888888888,True,False,False,True,False,False,False,False,True,False,False
3859,3490000.0,34.5,1,2.54,10,17.6,2,False,7.7,0.2,True,False,False,True,False,False,True,True,False,False,False
3860,1980000.0,51.0,2,2.75,5,31.5,5,False,9.5,1.0,True,False,True,False,False,False,False,False,True,False,False
3861,3500000.0,94.0,3,2.8,23,64.0,10,False,12.0,0.43478260869565216,True,False,False,False,False,False,False,False,False,True,False
3862,6021683.0,77.7,3,2.7,21,49.98,17,False,11.28,0.8095238095238095,True,False,False,True,False,False,True,False,False,True,False
3863,5500000.0,49.0,2,2.5,5,29.0,3,False,8.5,0.6,True,False,False,True,False,False,True,False,True,False,False
3864,5250000.0,50.6,2,2.75,25,31.69,3,False,10.0,0.12,True,False,False,False,False,False,True,False,True,False,False
3865,2650000.0,42.8,2,2.75,5,25.4,1,False,5.0,0.2,False,True,False,False,False,False,True,False,True,False,False
3866,5300000.0,57.8,3,2.5,9,40.2,6,False,5.8,0.6666666666666666,True,False,False,False,False,False,True,False,False,True,False
3867,2999000.0,36.0,1,2.72,17,16.7,17,False,10.0,1.0,True,False,True,False,False,False,False,True,False,False,False
3868,3500000.0,43.0,2,2.5,6,27.5,5,False,6.0,0.8333333333333334,True,False,False,True,False,False,False,False,True,False,False
3869,5800000.0,78.3,3,2.57,9,48.5,7,False,9.6,0.7777777777777778,True,False,False,False,False,False,False,False,False,True,False
3870,3200000.0,39.0,1,2.72,16,17.87,8,False,9.54,0.5,True,False,False,False,False,False,True,True,False,False,False
3871,4700000.0,40.8,1,2.7,25,15.6,15,False,11.2,0.6,False,False,False,True,False,False,False,True,False,False,False
3872,5200000.0,58.0,3,2.77,9,39.4,5,False,8.0,0.5555555555555556,False,False,False,True,False,False,False,False,False,True,False
3873,7200000.0,74.0,3,2.78,20,47.0,1,False,12.0,0.05,True,True,False,False,False,False,False,False,False,True,False
3874,4070000.0,48.0,2,2.5,9,31.69,9,False,9.95,1.0,False,False,True,False,False,False,False,False,True,False,False
3875,4700000.0,60.0,3,2.57,9,37.3,4,False,7.0,0.4444444444444444,True,False,False,False,False,False,False,False,False,True,False
3876,6600000.0,56.8,2,2.55,17,32.0,9,False,8.2,0.5294117647058824,True,False,False,True,False,False,False,False,True,False,False
3877,1600000.0,35.0,1,2.6,14,16.0,5,False,8.0,0.35714285714285715,True,False,False,False,False,False,False,True,False,False,False
3878,8100000.0,63.0,2,2.7,15,36.0,11,False,12.0,0.7333333333333333,True,False,False,False,False,False,True,False,True,False,False
3879,6600000.0,57.5,2,2.6,24,33.2,16,False,9.3,0.6666666666666666,True,False,False,False,False,False,True,False,True,False,False
3880,5490000.0,56.5,3,2.6,5,40.5,2,False,6.0,0.4,True,False,False,False,False,False,False,False,False,True,False
3881,2176000.0,23.0,1,2.9,4,13.0,1,True,9.54,0.25,True,True,False,True,False,False,True,True,False,False,False
3882,3500000.0,46.0,2,2.55,5,31.0,3,False,7.0,0.6,True,False,False,True,False,False,True,False,True,False,False
3883,6950000.0,43.01,1,2.76,10,21.77,5,False,11.41,0.5,True,False,False,True,False,False,True,True,False,False,False
3884,6000000.0,48.0,1,2.77,10,17.87,2,False,12.4,0.2,True,False,False,True,False,False,False,True,False,False,False
3885,3699000.0,43.0,2,2.75,9,27.0,1,False,6.0,0.1111111111111111,False,True,False,False,False,False,False,False,True,False,False
3886,3400000.0,36.0,1,2.72,16,15.6,4,False,10.0,0.25,True,False,False,False,False,False,False,True,False,False,False
3887,2990000.0,31.0,1,2.72,9,15.2,6,False,8.3,0.6666666666666666,True,False,False,True,False,False,False,True,False,False,False
3888,4790000.0,77.8,3,2.77,10,45.7,3,False,11.2,0.3,True,False,False,False,False,False,False,False,False,True,False
3889,3700000.0,33.1,1,2.72,25,14.2,18,False,8.0,0.72,False,False,False,True,False,False,False,True,False,False,False
3890,3342000.0,31.4,1,2.72,5,18.4,2,False,5.0,0.4,True,False,False,True,False,False,False,True,False,False,False
3891,7360000.0,65.0,2,2.75,25,36.2,23,False,10.1,0.92,True,False,False,False,False,False,False,False,True,False,False
3892,1800000.0,26.9,1,2.72,3,15.7,3,False,4.7,1.0,False,False,True,False,False,False,False,True,False,False,False
3893,6740000.0,48.6,1,2.72,11,16.6,1,False,15.8,0.09090909090909091,True,True,False,False,False,False,True,True,False,False,False
3894,2900000.0,31.8,1,2.72,5,18.0,5,False,5.5,1.0,False,False,True,True,False,False,True,True,False,False,False
3895,2750000.0,38.7,1,2.72,9,17.8,3,False,11.8,0.3333333333333333,True,False,False,False,False,False,False,True,False,False,False
3896,2350000.0,41.9,1,2.5,5,17.0,4,False,8.2,0.8,True,False,False,False,False,False,False,True,False,False,False
3897,6700000.0,58.0,2,2.57,25,27.1,21,False,10.9,0.84,False,False,False,False,False,False,False,False,True,False,False
3898,5800000.0,70.5,4,2.5,5,52.9,3,False,7.3,0.6,True,False,False,False,False,False,False,False,False,False,True
3899,4600000.0,52.0,3,2.5,9,35.0,1,False,7.0,0.1111111111111111,True,True,False,False,False,False,False,False,False,True,False
3900,5300000.0,58.0,2,2.75,23,26.0,23,False,15.0,1.0,True,False,True,False,False,False,True,False,True,False,False
3901,3150000.0,25.0,1,2.72,25,15.0,17,True,9.54,0.68,True,False,False,False,False,False,False,True,False,False,False
3902,6400000.0,70.1,3,2.68,12,42.9,10,False,11.2,0.8333333333333334,True,False,False,False,False,False,False,False,False,True,False
3903,4100000.0,39.2,1,2.7,24,17.6,10,False,11.1,0.4166666666666667,True,False,False,False,False,False,False,True,False,False,False
3904,10500000.0,75.0,2,2.75,11,34.4,5,False,15.5,0.45454545454545453,False,False,False,False,False,False,True,False,True,False,False
3905,1450000.0,37.5,2,2.5,5,23.7,1,False,6.0,0.2,True,True,False,False,False,False,False,False,True,False,False
3906,3300000.0,32.1,1,2.75,20,15.2,7,False,8.5,0.35,True,False,False,False,False,False,False,True,False,False,False
3907,3850000.0,44.9,2,2.75,9,29.7,8,False,6.7,0.8888888888888888,True,False,False,False,False,False,False,False,True,False,False
3908,4550000.0,47.0,2,2.5,9,29.0,2,False,7.0,0.2222222222222222,True,False,False,False,False,False,False,False,True,False,False
3909,5250000.0,58.8,3,2.77,9,37.9,8,False,7.0,0.8888888888888888,True,False,False,True,False,False,False,False,False,True,False
3910,1700000.0,44.0,2,2.5,5,31.69,3,False,6.0,0.6,True,False,False,False,False,False,False,False,True,False,False
3911,2650000.0,61.3,3,2.5,5,45.13,4,False,5.2,0.8,True,False,False,False,False,False,False,False,False,True,False
3912,1860000.0,68.0,3,2.6,3,40.0,3,False,11.0,1.0,True,False,True,False,False,False,False,False,False,True,False
3913,8990000.0,90.0,3,2.77,26,55.0,14,False,13.0,0.5384615384615384,True,False,False,False,False,False,False,False,False,True,False
3914,4135800.0,50.09,1,2.72,14,17.87,2,False,11.42,0.14285714285714285,True,False,False,False,False,False,False,True,False,False,False
3915,4300000.0,29.3,1,2.72,20,19.03,17,True,9.54,0.85,True,False,False,True,False,False,False,True,False,False,False
3916,5500000.0,52.0,2,2.75,10,27.9,8,False,8.1,0.8,True,False,False,False,False,False,False,False,True,False,False
3917,2590000.0,43.0,1,2.8,9,18.3,8,False,10.6,0.8888888888888888,True,False,False,False,False,False,False,True,False,False,False
3918,3999999.0,38.0,1,2.75,25,16.0,15,False,10.0,0.6,False,False,False,False,False,False,False,True,False,False,False
3919,3940000.0,43.1,2,2.75,9,28.0,7,False,5.5,0.7777777777777778,True,False,False,True,False,False,True,False,True,False,False
3920,4710000.0,62.7,3,2.6,9,32.7,3,False,9.9,0.3333333333333333,True,False,False,False,False,False,False,False,False,True,False
3921,3385000.0,30.3,1,2.5,5,17.6,4,False,5.3,0.8,True,False,False,True,False,False,False,True,False,False,False
3922,3381777.0,65.6,2,2.75,17,31.69,17,False,9.95,1.0,True,False,True,False,False,False,False,False,True,False,False
3923,3190000.0,33.4,1,2.7,3,17.7,2,False,6.0,0.6666666666666666,True,False,False,False,False,False,True,True,False,False,False
3924,3699000.0,57.3,2,2.6,5,29.6,4,False,8.5,0.8,False,False,False,False,False,False,False,False,True,False,False
3925,3700000.0,46.0,2,2.5,5,30.3,1,False,6.6,0.2,True,True,False,False,False,False,False,False,True,False,False
3926,4375000.0,45.1,2,2.5,9,26.5,4,False,5.0,0.4444444444444444,True,False,False,False,False,False,False,False,True,False,False
3927,3500000.0,65.0,3,2.77,9,43.0,3,False,9.0,0.3333333333333333,False,False,False,False,False,False,False,False,False,True,False
3928,2440000.0,50.2,2,2.55,5,30.3,4,False,9.1,0.8,True,False,False,False,False,False,False,False,True,False,False
3929,6050000.0,80.0,3,2.77,6,50.0,5,False,9.0,0.8333333333333334,False,False,False,False,False,False,False,False,False,True,False
3930,4100000.0,52.6,2,2.6,10,31.69,3,False,9.95,0.3,True,False,False,False,False,False,False,False,True,False,False
3931,1950000.0,36.0,1,2.72,12,17.87,7,False,9.54,0.5833333333333334,True,False,False,False,False,False,False,True,False,False,False
3932,3600000.0,46.0,1,2.6,10,30.0,3,False,15.0,0.3,True,False,False,False,False,False,False,True,False,False,False
3933,7500000.0,65.6,3,2.7,10,43.1,2,False,8.3,0.2,False,False,False,True,False,False,True,False,False,True,False
3934,5800000.0,66.4,3,2.6,9,41.6,5,False,8.5,0.5555555555555556,True,False,False,False,False,False,False,False,False,True,False
3935,3720000.0,26.6,1,2.72,22,13.27,4,False,9.54,0.18181818181818182,True,False,False,False,False,False,True,True,False,False,False
3936,4350000.0,60.4,2,2.58,9,33.1,9,False,10.9,1.0,True,False,True,False,False,False,False,False,True,False,False
3937,1900000.0,33.0,1,2.72,5,18.2,3,False,6.2,0.6,True,False,False,False,False,False,False,True,False,False,False
3938,2800000.0,35.3,1,2.72,9,17.4,2,False,8.8,0.2222222222222222,False,False,False,False,False,False,True,True,False,False,False
3939,5537072.0,67.7,2,2.75,17,35.33,3,False,13.55,0.17647058823529413,True,False,False,False,False,False,False,False,True,False,False
3940,5000000.0,45.0,1,2.72,20,17.0,11,False,11.0,0.55,False,False,False,True,False,False,True,True,False,False,False
3941,2500000.0,34.0,1,2.7,5,14.4,3,False,12.2,0.6,True,False,False,False,False,False,False,True,False,False,False
3942,4850000.0,60.1,3,2.5,9,42.8,8,False,6.2,0.8888888888888888,True,False,False,True,False,False,False,False,False,True,False
3943,4050000.0,51.0,2,2.5,5,31.0,2,False,9.0,0.4,True,False,False,False,False,False,True,False,True,False,False
3944,6100000.0,46.9,2,2.75,9,30.6,8,False,7.4,0.8888888888888888,True,False,False,True,False,False,False,False,True,False,False
3945,3850000.0,56.0,3,2.5,5,42.0,3,False,5.0,0.6,True,False,False,False,False,False,True,False,False,True,False
3946,3100000.0,42.0,2,2.5,5,28.0,4,False,6.0,0.8,True,False,False,False,False,False,False,False,True,False,False
3947,7500000.0,67.0,2,2.75,6,35.0,6,False,8.0,1.0,True,False,True,False,False,False,True,False,True,False,False
3948,3990000.0,58.3,3,2.55,9,39.4,2,False,6.3,0.2222222222222222,True,False,False,False,False,False,False,False,False,True,False
3949,4200000.0,51.0,2,2.75,9,18.0,7,False,8.0,0.7777777777777778,True,False,False,False,False,False,False,False,True,False,False
3950,4490000.0,32.4,1,2.85,23,10.0,20,False,12.0,0.8695652173913043,True,False,False,False,False,False,False,True,False,False,False
3951,3350000.0,74.0,3,2.77,5,47.36,2,False,11.28,0.4,True,False,False,False,False,False,False,False,False,True,False
3952,4900000.0,45.6,1,2.55,9,17.3,9,False,10.8,1.0,True,False,True,False,False,False,False,True,False,False,False
3953,7300000.0,57.0,1,2.72,25,17.87,5,False,9.54,0.2,False,False,False,True,False,False,True,True,False,False,False
3954,1250000.0,33.0,1,2.72,5,26.0,4,False,6.0,0.8,False,False,False,False,False,False,False,True,False,False,False
3955,5150000.0,37.7,1,2.7,24,19.0,22,False,10.0,0.9166666666666666,True,False,False,False,False,False,False,True,False,False,False
3956,3350000.0,35.3,1,2.7,14,20.0,5,False,7.5,0.35714285714285715,True,False,False,False,False,False,True,True,False,False,False
3957,4900000.0,33.2,1,2.7,7,17.0,6,False,8.6,0.8571428571428571,True,False,False,False,False,False,True,True,False,False,False
3958,3990000.0,44.0,2,2.54,5,25.5,1,False,5.2,0.2,True,True,False,True,False,False,True,False,True,False,False
3959,4600000.0,59.3,3,2.5,9,36.9,3,False,7.1,0.3333333333333333,False,False,False,False,False,False,False,False,False,True,False
3960,2100000.0,41.0,1,2.5,4,19.5,4,False,8.0,1.0,True,False,True,False,False,False,False,True,False,False,False
3961,8250000.0,64.0,2,2.75,17,33.0,13,False,7.0,0.7647058823529411,False,False,False,False,False,False,True,False,True,False,False
3962,2400000.0,25.5,1,2.75,22,14.0,4,False,9.54,0.18181818181818182,False,False,False,False,False,False,False,True,False,False,False
3963,1150000.0,29.9,1,2.72,4,18.0,2,False,6.0,0.5,False,False,False,False,False,False,False,True,False,False,False
3964,3700000.0,38.0,1,2.72,12,18.0,2,False,10.0,0.16666666666666666,True,False,False,False,False,False,False,True,False,False,False
3965,2800000.0,60.0,3,2.77,5,36.3,5,False,7.8,1.0,True,False,True,False,False,False,False,False,False,True,False
3966,3900000.0,32.3,1,2.55,12,17.0,6,False,6.0,0.5,True,False,False,False,False,False,True,True,False,False,False
3967,4900000.0,56.0,3,2.55,5,37.5,4,False,7.0,0.8,True,False,False,False,False,False,True,False,False,True,False
3968,4200000.0,34.5,1,2.5,9,20.0,9,False,8.4,1.0,True,False,True,True,False,False,False,True,False,False,False
3969,5400000.0,43.7,1,2.76,20,18.2,2,False,14.5,0.1,True,False,False,False,False,False,False,True,False,False,False
3970,4045000.0,34.24,1,2.75,16,17.87,5,False,9.38,0.3125,True,False,False,False,False,False,False,True,False,False,False
3971,1900000.0,32.7,1,2.72,9,18.0,8,False,6.5,0.8888888888888888,True,False,False,False,False,False,False,True,False,False,False
3972,3500000.0,61.0,3,2.7,9,42.0,1,False,7.0,0.1111111111111111,True,True,False,False,False,False,False,False,False,True,False
3973,650000.0,31.0,1,2.6,5,16.0,2,False,6.0,0.4,True,False,False,False,False,False,False,True,False,False,False
3974,5677050.0,44.5,1,2.7,11,22.0,7,False,10.2,0.6363636363636364,True,False,False,False,False,False,True,True,False,False,False
3975,5100000.0,59.2,3,2.7,9,42.5,8,False,6.7,0.8888888888888888,True,False,False,False,False,False,True,False,False,True,False
3976,3900000.0,36.1,1,2.55,14,18.9,9,False,7.8,0.6428571428571429,True,False,False,True,False,False,False,True,False,False,False
3977,3400000.0,37.6,1,2.6,9,18.0,5,False,6.0,0.5555555555555556,False,False,False,False,False,False,True,True,False,False,False
3978,6500000.0,54.0,2,2.8,16,39.0,11,False,9.0,0.6875,True,False,False,True,False,False,True,False,True,False,False
3979,2990000.0,29.2,1,2.5,5,15.0,2,False,7.0,0.4,True,False,False,False,False,False,False,True,False,False,False
3980,900000.0,62.0,3,2.77,5,35.0,1,False,6.0,0.2,False,True,False,False,False,False,False,False,False,True,False
3981,6000000.0,53.0,2,2.5,14,32.0,6,False,9.0,0.42857142857142855,True,False,False,True,False,False,False,False,True,False,False
3982,4100000.0,52.21,2,2.75,25,29.22,13,False,8.32,0.52,False,False,False,False,False,False,False,False,True,False,False
3983,3380000.0,35.0,1,2.5,12,20.0,2,False,7.0,0.16666666666666666,False,False,False,True,False,False,True,True,False,False,False
3984,6599000.0,74.3,3,2.77,9,42.1,1,False,9.5,0.1111111111111111,True,True,False,False,False,False,False,False,False,True,False
3985,5750000.0,56.5,3,2.5,5,38.0,4,False,7.0,0.8,True,False,False,False,False,False,False,False,False,True,False
3986,2890000.0,47.4,2,2.75,5,33.0,4,False,5.5,0.8,True,False,False,False,False,False,False,False,True,False,False
3987,9500000.0,83.9,3,2.77,16,46.1,7,False,15.0,0.4375,False,False,False,False,False,False,False,False,False,True,False
